"emp_no","first_name","last_name","title","from_date","to_date"
10956,"Arno","Picel","Engineer","1995-12-02","9999-01-01"
10965,"Eckart","Braunschweig","Senior Staff","1986-07-29","9999-01-01"
10969,"Premal","Noriega","Senior Engineer","1994-05-12","9999-01-01"
10971,"Isamu","Vadhan","Technique Leader","1991-07-30","1998-10-24"
10974,"Muneo","Papsdorf","Senior Engineer","1999-05-17","9999-01-01"
10985,"Chiradeep","Furedi","Engineer","1999-02-11","1999-03-10"
10986,"Masako","Schiper","Technique Leader","1985-10-11","9999-01-01"
10987,"Flemming","Baezner","Engineer","1997-05-21","9999-01-01"
10988,"Chinya","Deyuan","Senior Engineer","1985-06-19","9999-01-01"
10989,"Sumali","Candan","Senior Staff","1991-07-20","9999-01-01"
10989,"Sumali","Candan","Staff","1985-07-20","1991-07-20"
10990,"Shin","Foote","Technique Leader","1990-08-06","9999-01-01"
10996,"Matk","Rahimi","Senior Staff","1996-02-07","9999-01-01"
10996,"Matk","Rahimi","Staff","1990-02-07","1996-02-07"
11002,"Bluma","Ulupinar","Senior Staff","1998-11-21","2001-12-07"
11004,"JoAnna","Decleir","Engineer","1992-01-19","1998-01-18"
11004,"JoAnna","Decleir","Senior Engineer","1998-01-18","9999-01-01"
11009,"Alper","Axelband","Senior Staff","1993-09-09","9999-01-01"
11009,"Alper","Axelband","Staff","1986-09-09","1993-09-09"
11012,"Taegyun","Speckmann","Staff","1996-07-06","9999-01-01"
11019,"Leon","Huttel","Engineer","1992-05-24","1997-05-24"
11019,"Leon","Huttel","Senior Engineer","1997-05-24","9999-01-01"
11021,"Srinidhi","Henders","Staff","1998-02-02","9999-01-01"
11024,"Manton","Collavizza","Staff","1995-04-05","2001-05-18"
11027,"Remzi","Cappello","Assistant Engineer","1986-05-07","1991-05-07"
11027,"Remzi","Cappello","Engineer","1991-05-07","1996-05-06"
11027,"Remzi","Cappello","Senior Engineer","1996-05-06","9999-01-01"
11028,"Miyeon","Krider","Engineer","1986-06-18","1991-06-18"
11028,"Miyeon","Krider","Senior Engineer","1991-06-18","1997-09-04"
11031,"Ottavia","Walstra","Senior Staff","1993-10-24","9999-01-01"
11031,"Ottavia","Walstra","Staff","1985-10-24","1993-10-24"
11032,"Erez","Schaaf","Staff","1994-06-06","9999-01-01"
11037,"Lansing","Maliniak","Engineer","1988-01-28","1995-01-28"
11037,"Lansing","Maliniak","Senior Engineer","1995-01-28","9999-01-01"
11038,"Jinya","Beidas","Senior Staff","1992-07-15","9999-01-01"
11038,"Jinya","Beidas","Staff","1985-07-15","1992-07-15"
11042,"Gou","Breugel","Engineer","1993-06-21","2000-06-21"
11042,"Gou","Breugel","Senior Engineer","2000-06-21","9999-01-01"
11048,"Jaques","Demke","Senior Staff","1999-05-27","9999-01-01"
11050,"Elvis","Katiyar","Senior Staff","1991-05-06","9999-01-01"
11050,"Elvis","Katiyar","Staff","1986-05-06","1991-05-06"
11051,"Przemyslawa","Erol","Engineer","1991-03-27","2000-03-26"
11051,"Przemyslawa","Erol","Senior Engineer","2000-03-26","9999-01-01"
11056,"Palash","Speel","Staff","1997-07-01","9999-01-01"
11060,"Genevieve","Pokrovskii","Staff","1991-05-03","1991-09-27"
11061,"Pintsang","Erni","Senior Staff","2002-02-19","9999-01-01"
11061,"Pintsang","Erni","Staff","1993-02-19","2002-02-19"
11064,"Shawna","Vieri","Assistant Engineer","1990-02-28","1996-02-28"
11064,"Shawna","Vieri","Engineer","1996-02-28","2002-02-27"
11064,"Shawna","Vieri","Senior Engineer","2002-02-27","9999-01-01"
11066,"Shaz","Langford","Senior Staff","1996-04-30","9999-01-01"
11070,"Adib","Raney","Engineer","1985-07-24","1991-07-24"
11070,"Adib","Raney","Senior Engineer","1991-07-24","9999-01-01"
11071,"Kwan","Sigstam","Engineer","1992-05-23","2001-05-23"
11071,"Kwan","Sigstam","Senior Engineer","2001-05-23","9999-01-01"
11075,"Karsten","Belinskaya","Senior Engineer","1998-05-06","9999-01-01"
11077,"Hideyuki","Merro","Senior Staff","1998-04-30","1998-10-11"
11079,"Piyush","Garigliano","Engineer","1994-05-26","2001-05-26"
11079,"Piyush","Garigliano","Senior Engineer","2001-05-26","9999-01-01"
11081,"Barry","Boyle","Senior Staff","1994-06-17","9999-01-01"
11081,"Barry","Boyle","Staff","1985-06-17","1994-06-17"
11083,"Shimshon","Ducloy","Senior Staff","2000-10-04","9999-01-01"
11083,"Shimshon","Ducloy","Staff","1992-10-04","2000-10-04"
11084,"Greger","Senzako","Engineer","1990-05-31","1999-05-31"
11084,"Greger","Senzako","Senior Engineer","1999-05-31","9999-01-01"
11085,"Hailing","Thummel","Senior Engineer","1996-02-10","9999-01-01"
11087,"Changho","Jayawardene","Senior Engineer","1998-03-18","9999-01-01"
11089,"Conal","Henders","Senior Staff","1994-08-13","9999-01-01"
11091,"Souichi","Ramsay","Engineer","1999-09-11","9999-01-01"
11092,"Narain","Stamatiou","Staff","1999-04-05","9999-01-01"
11098,"Arnd","Covnot","Engineer","1997-01-08","9999-01-01"
11100,"Berna","Cochrane","Senior Staff","1993-10-13","9999-01-01"
11100,"Berna","Cochrane","Staff","1986-10-13","1993-10-13"
11106,"Aris","Iwayama","Assistant Engineer","1985-08-31","1991-08-31"
11106,"Aris","Iwayama","Engineer","1991-08-31","1997-08-30"
11106,"Aris","Iwayama","Senior Engineer","1997-08-30","9999-01-01"
11110,"Valeska","Birjandi","Staff","1987-11-14","1992-03-30"
11111,"Udi","Zastre","Assistant Engineer","1994-12-25","9999-01-01"
11112,"Boaz","Mukaidono","Staff","1995-04-28","9999-01-01"
11113,"Shahab","Peng","Senior Staff","1991-11-30","9999-01-01"
11113,"Shahab","Peng","Staff","1985-11-30","1991-11-30"
11114,"Tse","Felcyn","Staff","1993-02-13","1999-06-22"
11119,"Ramzi","Luga","Engineer","1994-06-21","1995-10-23"
11121,"Vugranam","Kakkad","Engineer","1992-10-31","1999-11-01"
11121,"Vugranam","Kakkad","Senior Engineer","1999-11-01","9999-01-01"
11130,"Xinyu","Menhoudj","Senior Staff","1997-02-17","9999-01-01"
11132,"Kristin","Harnett","Engineer","1994-08-30","1999-08-30"
11132,"Kristin","Harnett","Senior Engineer","1999-08-30","9999-01-01"
11133,"Nalini","Azulay","Technique Leader","1994-03-06","9999-01-01"
11134,"Sachar","Rajcani","Engineer","1993-05-19","2002-05-19"
11134,"Sachar","Rajcani","Senior Engineer","2002-05-19","9999-01-01"
11137,"Hugh","Luca","Engineer","1995-03-16","9999-01-01"
11139,"Bogdan","Homond","Senior Staff","1995-05-11","9999-01-01"
11139,"Bogdan","Homond","Staff","1990-05-11","1995-05-11"
11143,"Yongdong","Rosen","Engineer","1996-05-09","9999-01-01"
11144,"Carrsten","Heinisuo","Senior Staff","2002-07-19","9999-01-01"
11144,"Carrsten","Heinisuo","Staff","1996-07-19","2002-07-19"
11145,"Jinxi","Baak","Engineer","1999-04-23","1999-05-24"
11146,"Ishfaq","Masand","Senior Staff","1997-08-21","9999-01-01"
11146,"Ishfaq","Masand","Staff","1991-08-22","1997-08-21"
11147,"Ayonca","Nitsch","Engineer","1997-12-04","9999-01-01"
11148,"Zhanqiu","Botman","Senior Staff","1997-02-08","9999-01-01"
11148,"Zhanqiu","Botman","Staff","1990-02-08","1997-02-08"
11156,"Tomoyuki","Armand","Staff","1995-09-07","1998-07-31"
11158,"Masaki","Hagimont","Engineer","1996-04-20","2002-04-20"
11158,"Masaki","Hagimont","Senior Engineer","2002-04-20","9999-01-01"
11162,"Kauko","Narlikar","Engineer","1985-03-28","1990-03-28"
11162,"Kauko","Narlikar","Senior Engineer","1990-03-28","9999-01-01"
11168,"Shmuel","Tetzlaff","Senior Staff","2001-07-15","9999-01-01"
11168,"Shmuel","Tetzlaff","Staff","1996-07-15","2001-07-15"
11170,"Minghong","Cannard","Senior Engineer","1990-06-20","9999-01-01"
11174,"Akhilish","Milicia","Engineer","1999-06-07","9999-01-01"
11177,"Chrisa","dAstous","Senior Engineer","1999-09-11","9999-01-01"
11180,"Mitsuyuki","Bojadziev","Engineer","1986-06-11","1992-06-10"
11180,"Mitsuyuki","Bojadziev","Senior Engineer","1992-06-10","9999-01-01"
11181,"Hausi","Cullers","Engineer","1997-11-03","9999-01-01"
11185,"Aloys","Baezner","Senior Staff","2000-01-26","9999-01-01"
11185,"Aloys","Baezner","Staff","1995-01-26","2000-01-26"
11186,"Kshitij","Stasinski","Engineer","1994-12-10","2000-12-09"
11186,"Kshitij","Stasinski","Senior Engineer","2000-12-09","9999-01-01"
11189,"Dante","Bodoff","Senior Staff","1991-09-07","9999-01-01"
11192,"Apostol","Bahr","Engineer","1998-04-07","9999-01-01"
11195,"Masanao","Lovengreen","Senior Engineer","1991-06-13","1999-05-16"
11197,"Tadahiro","Fordan","Senior Staff","1989-09-12","9999-01-01"
11201,"Jouko","Masaki","Staff","1995-10-31","9999-01-01"
11203,"Sakthirel","Yetto","Senior Staff","1996-01-06","1996-06-15"
11203,"Sakthirel","Yetto","Staff","1988-01-06","1996-01-06"
11204,"Diederik","Covnot","Technique Leader","1985-09-18","9999-01-01"
11206,"Steen","Sury","Staff","1993-05-07","2000-05-04"
11207,"Saeed","Gips","Engineer","1999-01-31","9999-01-01"
11208,"Saniya","Valtorta","Technique Leader","1994-11-17","9999-01-01"
11211,"Yurij","Rissland","Senior Engineer","1985-09-17","9999-01-01"
11213,"Vugranam","Munoz","Technique Leader","1999-02-04","9999-01-01"
11217,"Kellie","Mawatari","Senior Engineer","1990-03-11","9999-01-01"
11218,"Kirk","Hemaspaandra","Technique Leader","1994-04-06","2002-04-19"
11221,"Alselm","Hammerschmidt","Engineer","1989-08-22","1995-03-13"
11229,"Gretta","Ramamoorthy","Engineer","1991-07-26","2000-07-25"
11229,"Gretta","Ramamoorthy","Senior Engineer","2000-07-25","9999-01-01"
11232,"Hidefumi","Crelier","Senior Staff","2000-08-01","9999-01-01"
11232,"Hidefumi","Crelier","Staff","1994-08-02","2000-08-01"
11233,"Sanjit","Waschkowski","Engineer","1991-12-14","1998-12-14"
11233,"Sanjit","Waschkowski","Senior Engineer","1998-12-14","9999-01-01"
11240,"Kiam","Condotta","Assistant Engineer","1989-01-06","1997-01-06"
11240,"Kiam","Condotta","Engineer","1997-01-06","9999-01-01"
11243,"Udi","Desikan","Assistant Engineer","2000-01-20","9999-01-01"
11249,"Randi","Cyre","Assistant Engineer","1986-09-22","1994-09-22"
11249,"Randi","Cyre","Engineer","1994-09-22","9999-01-01"
11251,"Bezalel","Chinal","Senior Staff","1993-06-15","9999-01-01"
11251,"Bezalel","Chinal","Staff","1986-06-15","1993-06-15"
11253,"Koldo","Pokrovskii","Engineer","1992-05-22","2000-05-22"
11253,"Koldo","Pokrovskii","Senior Engineer","2000-05-22","9999-01-01"
11254,"Danel","Rindone","Staff","1998-12-19","9999-01-01"
11258,"Aris","Maccarone","Senior Staff","1998-03-28","9999-01-01"
11258,"Aris","Maccarone","Staff","1991-03-28","1998-03-28"
11266,"Florina","Rohrbach","Engineer","1997-05-12","2002-05-12"
11266,"Florina","Rohrbach","Senior Engineer","2002-05-12","9999-01-01"
11267,"Shaunak","Zaumen","Senior Engineer","1996-04-09","9999-01-01"
11268,"Aimee","Petersohn","Engineer","1987-10-25","1995-10-25"
11268,"Aimee","Petersohn","Senior Engineer","1995-10-25","9999-01-01"
11274,"Masanao","Nicolson","Staff","1999-12-13","9999-01-01"
11275,"Hitomi","Eppinger","Engineer","1989-04-25","1998-04-25"
11275,"Hitomi","Eppinger","Senior Engineer","1998-04-25","9999-01-01"
11288,"Domenico","Eastman","Senior Staff","1997-06-03","1997-09-28"
11289,"Chuanti","Cherinka","Engineer","1989-02-22","1996-02-23"
11289,"Chuanti","Cherinka","Senior Engineer","1996-02-23","9999-01-01"
11290,"Visit","Dredge","Engineer","1999-05-13","9999-01-01"
11291,"Gino","Glowinski","Senior Engineer","1985-10-20","2001-04-15"
11292,"Souichi","Sichman","Engineer","1989-02-11","1996-02-12"
11292,"Souichi","Sichman","Senior Engineer","1996-02-12","9999-01-01"
11294,"Tru","Segond","Assistant Engineer","1989-06-13","1994-06-13"
11294,"Tru","Segond","Engineer","1994-06-13","1999-06-13"
11294,"Tru","Segond","Senior Engineer","1999-06-13","9999-01-01"
11295,"Abdelkader","Lanzelotte","Senior Staff","1990-05-15","9999-01-01"
11295,"Abdelkader","Lanzelotte","Staff","1985-05-15","1990-05-15"
11296,"Hironobu","Kenevan","Engineer","1989-09-26","1994-09-26"
11296,"Hironobu","Kenevan","Senior Engineer","1994-09-26","9999-01-01"
11297,"Geraldo","Levergood","Engineer","1991-02-16","1991-02-22"
11300,"Lillian","Fontet","Engineer","1992-09-10","1996-12-20"
11301,"Mingzeng","Oxenboll","Senior Staff","1996-05-23","9999-01-01"
11301,"Mingzeng","Oxenboll","Staff","1989-05-23","1996-05-23"
11302,"Shem","Senzako","Staff","1991-07-01","1993-01-29"
11315,"Neven","Meriste","Staff","2000-01-18","2002-01-17"
11317,"Shigeaki","Hagimont","Senior Staff","2000-09-07","9999-01-01"
11317,"Shigeaki","Hagimont","Staff","1995-09-08","2000-09-07"
11319,"Pranas","Marrakchi","Assistant Engineer","1998-11-01","9999-01-01"
11320,"Atilio","McAlpine","Senior Staff","1998-04-06","9999-01-01"
11320,"Atilio","McAlpine","Staff","1990-04-06","1998-04-06"
11322,"Nathalie","Pocchiola","Assistant Engineer","1985-07-07","1992-07-07"
11322,"Nathalie","Pocchiola","Engineer","1992-07-07","1999-07-08"
11322,"Nathalie","Pocchiola","Senior Engineer","1999-07-08","9999-01-01"
11324,"Kauko","Billingsley","Senior Engineer","1985-08-29","9999-01-01"
11325,"Samphel","Rossi","Engineer","1999-01-10","9999-01-01"
11326,"Munenori","Plesums","Engineer","1990-02-19","1999-02-19"
11326,"Munenori","Plesums","Senior Engineer","1999-02-19","9999-01-01"
11338,"Kwangsub","Hanratty","Senior Staff","1998-10-28","9999-01-01"
11339,"Flemming","Massonet","Senior Engineer","1989-12-19","9999-01-01"
11340,"Aris","Bala","Engineer","1991-09-11","1998-09-11"
11340,"Aris","Bala","Senior Engineer","1998-09-11","9999-01-01"
11343,"Susanne","Erez","Engineer","1989-02-27","1995-02-27"
11343,"Susanne","Erez","Senior Engineer","1995-02-27","9999-01-01"
11347,"Anneli","Jonsson","Engineer","1986-04-20","1992-04-19"
11347,"Anneli","Jonsson","Senior Engineer","1992-04-19","9999-01-01"
11349,"Yurii","Hammerschmidt","Assistant Engineer","1992-06-27","1999-06-28"
11349,"Yurii","Hammerschmidt","Engineer","1999-06-28","9999-01-01"
11360,"Fen","Schach","Senior Staff","1997-01-12","9999-01-01"
11360,"Fen","Schach","Staff","1989-01-12","1997-01-12"
11365,"Toshimi","Shinomoto","Engineer","1997-12-18","9999-01-01"
11372,"Susanta","Vilarrasa","Senior Staff","1993-05-14","2000-05-04"
11373,"Yongmao","Keohane","Senior Staff","2000-07-18","9999-01-01"
11373,"Yongmao","Keohane","Staff","1992-07-18","2000-07-18"
11376,"Valery","Suomi","Senior Staff","1994-03-14","9999-01-01"
11376,"Valery","Suomi","Staff","1986-03-14","1994-03-14"
11380,"Kenroku","Pelc","Assistant Engineer","1991-04-19","1996-04-18"
11380,"Kenroku","Pelc","Engineer","1996-04-18","2001-04-18"
11380,"Kenroku","Pelc","Senior Engineer","2001-04-18","9999-01-01"
11385,"Shiv","Ullian","Engineer","1999-08-08","9999-01-01"
11386,"Alselm","Assaf","Engineer","1987-11-30","1993-11-29"
11386,"Alselm","Assaf","Senior Engineer","1993-11-29","9999-01-01"
11387,"Jordanka","Kalloufi","Engineer","1997-05-11","1997-12-13"
11393,"Junsik","Junot","Engineer","1985-04-30","1992-04-30"
11393,"Junsik","Junot","Senior Engineer","1992-04-30","9999-01-01"
11396,"Anneke","Servieres","Engineer","1997-02-04","9999-01-01"
11398,"Oscar","Peir","Senior Staff","2001-09-07","9999-01-01"
11398,"Oscar","Peir","Staff","1994-09-07","2001-09-07"
11401,"Huan","Merey","Staff","1995-04-15","9999-01-01"
11404,"Bedrich","Borovoy","Technique Leader","1990-09-25","9999-01-01"
11406,"Eberhardt","Gini","Senior Staff","1996-03-13","9999-01-01"
11406,"Eberhardt","Gini","Staff","1989-03-13","1996-03-13"
11410,"Gro","Vendrig","Engineer","1999-10-25","9999-01-01"
11414,"Eishiro","Pearson","Senior Staff","1996-01-03","1997-10-06"
11414,"Eishiro","Pearson","Staff","1989-01-02","1996-01-03"
11415,"Sanjiv","Anido","Engineer","1996-12-07","9999-01-01"
11417,"Anneli","Cyne","Technique Leader","1992-12-21","9999-01-01"
11418,"Satosi","Cooley","Senior Staff","1991-12-30","9999-01-01"
11420,"Tsutomu","Lalonde","Senior Staff","1992-01-31","9999-01-01"
11421,"Josyula","Msuda","Engineer","1986-09-02","1995-09-02"
11421,"Josyula","Msuda","Senior Engineer","1995-09-02","9999-01-01"
11423,"Guangming","Kopetz","Staff","1998-10-13","9999-01-01"
11425,"Renee","Crelier","Senior Engineer","1990-08-27","9999-01-01"
11428,"Remco","Reinhart","Engineer","1994-07-31","1998-07-04"
11431,"Youngkon","Picht","Senior Staff","1991-09-16","2001-03-03"
11431,"Youngkon","Picht","Staff","1985-09-16","1991-09-16"
11441,"Marlo","Aingworth","Senior Staff","1987-03-27","9999-01-01"
11446,"Naftali","Narahara","Engineer","1991-04-06","1999-04-06"
11446,"Naftali","Narahara","Senior Engineer","1999-04-06","9999-01-01"
11449,"Kotesh","Asser","Engineer","1995-02-03","2000-02-03"
11449,"Kotesh","Asser","Senior Engineer","2000-02-03","9999-01-01"
11451,"Eben","Rajaraman","Senior Engineer","1990-05-20","9999-01-01"
11452,"Shigehito","Luby","Senior Staff","2001-08-26","9999-01-01"
11452,"Shigehito","Luby","Staff","1993-08-26","2001-08-26"
11459,"Duke","Suomi","Senior Staff","1992-05-02","9999-01-01"
11459,"Duke","Suomi","Staff","1986-05-03","1992-05-02"
11460,"Mana","Maraist","Engineer","1992-05-28","2001-05-28"
11460,"Mana","Maraist","Senior Engineer","2001-05-28","9999-01-01"
11461,"Kish","Cronau","Engineer","1986-08-19","1992-08-18"
11461,"Kish","Cronau","Senior Engineer","1992-08-18","1997-07-20"
11468,"Navin","Maksimenko","Staff","1996-03-19","1997-04-07"
11469,"Guttorm","Giaccio","Engineer","1994-09-08","1999-09-08"
11469,"Guttorm","Giaccio","Senior Engineer","1999-09-08","9999-01-01"
11474,"Gennady","Akazan","Engineer","1993-12-29","9999-01-01"
11476,"Manton","Yoshizawa","Staff","1994-01-15","9999-01-01"
11477,"Fox","Narahari","Engineer","1996-07-28","1996-09-12"
11479,"Shridhar","Pleszkun","Staff","1999-02-10","9999-01-01"
11501,"Karsten","Ranum","Senior Staff","1999-10-24","2002-03-20"
11501,"Karsten","Ranum","Staff","1991-10-24","1999-10-24"
11503,"Nathan","Picht","Engineer","1997-04-09","2002-04-09"
11503,"Nathan","Picht","Senior Engineer","2002-04-09","9999-01-01"
11506,"Rance","Picel","Staff","1996-04-08","9999-01-01"
11509,"Aleksander","Feldhoffer","Engineer","1987-11-12","1992-11-11"
11509,"Aleksander","Feldhoffer","Senior Engineer","1992-11-11","9999-01-01"
11513,"Otmar","Mahnke","Senior Staff","1998-08-25","9999-01-01"
11513,"Otmar","Mahnke","Staff","1992-08-25","1998-08-25"
11515,"Ulf","Basawa","Staff","1998-09-21","9999-01-01"
11518,"Jinxi","Oxman","Senior Staff","1999-09-22","9999-01-01"
11518,"Jinxi","Oxman","Staff","1994-09-22","1999-09-22"
11519,"Halsur","Chinen","Senior Staff","1997-06-12","9999-01-01"
11521,"Eldridge","Eastman","Staff","1995-10-17","2000-06-08"
11523,"Yuguang","Pezzoli","Assistant Engineer","1992-12-23","1998-12-23"
11523,"Yuguang","Pezzoli","Engineer","1998-12-23","9999-01-01"
11524,"Xiadong","Standera","Senior Engineer","1996-07-05","9999-01-01"
11526,"Tonny","Impagliazzo","Senior Staff","1998-02-22","1998-11-28"
11526,"Tonny","Impagliazzo","Staff","1992-02-23","1998-02-22"
11527,"Alagu","Boyle","Staff","1999-01-28","9999-01-01"
11528,"Zito","Dolinsky","Technique Leader","1987-06-15","9999-01-01"
11531,"Radhika","Motley","Technique Leader","1992-11-04","9999-01-01"
11533,"Vitaly","Lorch","Technique Leader","1991-08-20","9999-01-01"
11537,"DAIDA","Pehl","Senior Staff","1986-07-06","9999-01-01"
11540,"Chanjung","Portugali","Engineer","1997-07-02","2002-07-02"
11540,"Chanjung","Portugali","Senior Engineer","2002-07-02","9999-01-01"
11554,"Subhash","Taubenfeld","Staff","1998-07-15","9999-01-01"
11555,"Kotesh","Perfilyeva","Senior Staff","1991-10-14","9999-01-01"
11555,"Kotesh","Perfilyeva","Staff","1986-10-14","1991-10-14"
11562,"Rimli","Alencar","Engineer","1988-06-30","1994-12-13"
11567,"Teiji","Mitzlaff","Senior Staff","1996-02-03","9999-01-01"
11567,"Teiji","Mitzlaff","Staff","1988-02-03","1996-02-03"
11568,"Martins","Fujisaki","Engineer","1992-03-13","2000-03-13"
11568,"Martins","Fujisaki","Senior Engineer","2000-03-13","9999-01-01"
